,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address
0,EjNI-dNAMrYxKgUIkqeqhg,guard-and-grace-denver,Guard and Grace,https://s3-media2.fl.yelpcdn.com/bphoto/UNuFWyjh6evY85FeMPPoQQ/o.jpg,False,https://www.yelp.com/biz/guard-and-grace-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,1111,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,['delivery'],$$$,+13032938500,(303) 293-8500,2140.4033736245196,39.7476811908831,-104.989654496312,1801 California St,,,Denver,80202,US,CO,"['1801 California St', 'Denver, CO 80202']"
1,N_tX1pJz92Ls-4sMQvMLpA,postino-lohi-denver-7,Postino LoHi,https://s3-media4.fl.yelpcdn.com/bphoto/ahKygoarP70QcAFQg6U6Lg/o.jpg,False,https://www.yelp.com/biz/postino-lohi-denver-7?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,628,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['pickup', 'delivery']",$$,+13034336363,(303) 433-6363,4494.647303313506,39.76151,-105.01045,2715 17th St,,,Denver,80211,US,CO,"['2715 17th St', 'Denver, CO 80211']"
2,ziS-GJn-3Ux6t5l-0IUNog,the-capital-grille-denver-3,The Capital Grille,https://s3-media2.fl.yelpcdn.com/bphoto/vAOEONNlq5dbPA9iZaHUGQ/o.jpg,False,https://www.yelp.com/biz/the-capital-grille-denver-3?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,669,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,[],$$$$,+13035392500,(303) 539-2500,2791.5904105017594,39.747876,-104.99867,1450 Larimer St,,,Denver,80202,US,CO,"['1450 Larimer St', 'Denver, CO 80202']"
3,-ZOAH1WtmplaHG5xP5Kijw,ambli-mexico-denver,Ambli Mexico,https://s3-media4.fl.yelpcdn.com/bphoto/gEzsG-RjjSlOw96rLORGtA/o.jpg,False,https://www.yelp.com/biz/ambli-mexico-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,431,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,['delivery'],$$,+13033559463,(303) 355-9463,5359.96937026475,39.705925,-104.920782272283,600 S Holly St,,,Denver,80246,US,CO,"['600 S Holly St', 'Denver, CO 80246']"
4,uOgwMiqcxqkHl8z4mkFPkQ,hudson-hill-denver,Hudson Hill,https://s3-media3.fl.yelpcdn.com/bphoto/qioL_iYEL3_6Ywpms84LIA/o.jpg,False,https://www.yelp.com/biz/hudson-hill-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,234,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,['delivery'],$$,+13038320776,(303) 832-0776,800.8200987535582,39.73695,-104.97937,619 E 13th Ave,,,Denver,80203,US,CO,"['619 E 13th Ave', 'Denver, CO 80203']"
5,FcyalVpVWzOHCYJnQDTLPw,leven-deli-denver-8,Leven Deli,https://s3-media4.fl.yelpcdn.com/bphoto/b0jahbl40vNN0x5JOx0k3Q/o.jpg,False,https://www.yelp.com/biz/leven-deli-denver-8?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,213,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"['pickup', 'delivery']",$$,+13033255691,(303) 325-5691,1675.628880964664,39.73547386,-104.98984114,123 W 12th Ave,,,Denver,80204,US,CO,"['123 W 12th Ave', 'Denver, CO 80204']"
6,ct0Jmy8KNGknmOs1apTKCA,bettola-bistro-denver,Bettola Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/NbIIPe1BFInGykMKx92hJQ/o.jpg,False,https://www.yelp.com/biz/bettola-bistro-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,231,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,['delivery'],$$,+13037501580,(303) 750-1580,10954.70379221581,39.6749149,-104.8680037,10253 E Iliff Ave,,,Denver,80247,US,CO,"['10253 E Iliff Ave', 'Denver, CO 80247']"
7,0-O-xCaxbO-ftWVEYVrRlg,barcelona-wine-bar-rino-denver,Barcelona Wine Bar RiNo,https://s3-media2.fl.yelpcdn.com/bphoto/70kVYvgrJzqJrCoaJ66aBQ/o.jpg,False,https://www.yelp.com/biz/barcelona-wine-bar-rino-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,508,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.0,['delivery'],$$,+13038163300,(303) 816-3300,3015.517481703019,39.76129,-104.9813,2900 Larimer St,,,Denver,80205,US,CO,"['2900 Larimer St', 'Denver, CO 80205']"
8,ydbPYReX0IrY1D41fLB3pA,table-6-denver,Table 6,https://s3-media1.fl.yelpcdn.com/bphoto/_gRZWO6_DvOnp8P-R_UKGg/o.jpg,False,https://www.yelp.com/biz/table-6-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,465,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,['delivery'],$$,+13038318800,(303) 831-8800,1132.5568514465483,39.7258,-104.97428,609 Corona St,,,Denver,80218,US,CO,"['609 Corona St', 'Denver, CO 80218']"
9,pNVL0J-qaChARXtjXH3jHw,crú-food-and-wine-bar-denver-2,CRÚ Food & Wine Bar,https://s3-media3.fl.yelpcdn.com/bphoto/DNdB5AK458KR4A1YURnlxw/o.jpg,False,https://www.yelp.com/biz/cr%C3%BA-food-and-wine-bar-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,409,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],$$,+13038939463,(303) 893-9463,2805.1335490860165,39.7477912902832,-104.998741149902,1442 Larimer St,,,Denver,80202,US,CO,"['1442 Larimer St', 'Denver, CO 80202']"
10,V2wsNh2gEVeIulBkTqkZHw,chophouse-and-brewery-denver-denver,ChopHouse & Brewery Denver,https://s3-media2.fl.yelpcdn.com/bphoto/dXlu9QxLfW27sMHow9XFWg/o.jpg,False,https://www.yelp.com/biz/chophouse-and-brewery-denver-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,650,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"['pickup', 'delivery']",$$$,+13032960800,(303) 296-0800,3170.98090730843,39.754998,-104.99734,1735 19th St,Ste 100,,Denver,80202,US,CO,"['1735 19th St', 'Ste 100', 'Denver, CO 80202']"
11,alVuEHMqyyTpXZKcIfKT9w,white-pie-denver,White Pie,https://s3-media1.fl.yelpcdn.com/bphoto/Sh07d4YoSf0UA80Di2VpUg/o.jpg,False,https://www.yelp.com/biz/white-pie-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,267,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"['pickup', 'delivery']",$$,+13038625323,(303) 862-5323,887.4669172893492,39.74348039,-104.96942428,1702 Humboldt St,,,Denver,80218,US,CO,"['1702 Humboldt St', 'Denver, CO 80218']"
12,7DD_e7OZ7pLI7Rcx1OVAiw,the-truffle-table-denver,The Truffle Table,https://s3-media2.fl.yelpcdn.com/bphoto/D9siQ-egvssje0vb7NcR6g/o.jpg,False,https://www.yelp.com/biz/the-truffle-table-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,237,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'meats', 'title': 'Meat Shops'}]",4.5,['delivery'],$$,+13034559463,(303) 455-9463,4344.254773934977,39.7581413,-105.011678,2556 15th St,,,Denver,80211,US,CO,"['2556 15th St', 'Denver, CO 80211']"
13,q1vlnz2s5JKrVX9Bs9QOvQ,buckhorn-exchange-restaurant-denver,Buckhorn Exchange Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/tkvaQUvudGt_548QrRMDCg/o.jpg,False,https://www.yelp.com/biz/buckhorn-exchange-restaurant-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,904,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,['delivery'],$$$,+13035349505,(303) 534-9505,2978.348246614136,39.73238,-105.00494,1000 Osage St,,,Denver,80204,US,CO,"['1000 Osage St', 'Denver, CO 80204']"
14,ldW8_9yj9t3__K4vcx269g,cana-wine-bar-denver,Cana Wine Bar,https://s3-media1.fl.yelpcdn.com/bphoto/8rgpaihLMdb21Qc_TUVjMg/o.jpg,False,https://www.yelp.com/biz/cana-wine-bar-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,126,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}]",5.0,[],$$,+13039937556,(303) 993-7556,7404.620959252015,39.67024,-104.987311,2554 S Broadway,,,Denver,80210,US,CO,"['2554 S Broadway', 'Denver, CO 80210']"
15,YS5GPu4yesMj6m3jiPSwSQ,barolo-grill-denver,Barolo Grill,https://s3-media1.fl.yelpcdn.com/bphoto/9dDWTYRn_PbRDmcFBklgrw/o.jpg,False,https://www.yelp.com/biz/barolo-grill-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,298,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,['delivery'],$$$,+13033931040,(303) 393-1040,1955.8285006670892,39.72546,-104.95152,3030 E 6th Ave,,,Denver,80206,US,CO,"['3030 E 6th Ave', 'Denver, CO 80206']"
16,1vz_LU-dVAXNlgETlTrB5w,bookbar-denver,Bookbar,https://s3-media1.fl.yelpcdn.com/bphoto/ryTsYNUU8NaHViXSd3h8zQ/o.jpg,False,https://www.yelp.com/biz/bookbar-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,162,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,['delivery'],$$,+13032840194,(303) 284-0194,7689.760844979358,39.775154,-105.0439652,4280 Tennyson St,,,Denver,80212,US,CO,"['4280 Tennyson St', 'Denver, CO 80212']"
17,nu7twq_TYLqtUHV5Q542dw,welton-room-denver,Welton Room,https://s3-media4.fl.yelpcdn.com/bphoto/jnPKaNKJlqd52wJbyVInbA/o.jpg,False,https://www.yelp.com/biz/welton-room-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,95,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",5.0,[],,+17204479502,(720) 447-9502,2140.9078357205585,39.75359,-104.97929,2590 Welton St,Ste 103,The Lydian,Denver,80205,US,CO,"['2590 Welton St', 'Ste 103', 'The Lydian', 'Denver, CO 80205']"
18,UV6iMQRTY5WwBUtuRTbRsQ,deep-roots-winery-and-bistro-denver,Deep Roots Winery and Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/vjoC6_JZQId7gwJR0NG4Bw/o.jpg,False,https://www.yelp.com/biz/deep-roots-winery-and-bistro-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,135,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'wineries', 'title': 'Wineries'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"['delivery', 'restaurant_reservation']",$$,+17203284786,(720) 328-4786,3076.6523179997475,39.75039,-105.0006,1516 Wazee,Ste A,,Denver,80202,US,CO,"['1516 Wazee', 'Ste A', 'Denver, CO 80202']"
19,EnG68SKKmVENncKzo2bMOg,the-9th-door-capitol-hill-denver-3,The 9th Door Capitol Hill,https://s3-media3.fl.yelpcdn.com/bphoto/1-yU8cSeqvTd0wM4W0aLjw/o.jpg,False,https://www.yelp.com/biz/the-9th-door-capitol-hill-denver-3?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,230,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,['delivery'],$$,+13038327027,(303) 832-7027,1478.8743654488812,39.731247,-104.986621,925 Lincoln St,Ste C,,Denver,80203,US,CO,"['925 Lincoln St', 'Ste C', 'Denver, CO 80203']"
20,HkuesYkfKvKQ4Wkek8WQjQ,bar-max-denver,Bar Max,https://s3-media3.fl.yelpcdn.com/bphoto/57oiDEQZV27fGKUAGRRbDg/o.jpg,False,https://www.yelp.com/biz/bar-max-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,143,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",4.5,['delivery'],$$,+13033330003,(303) 333-0003,1130.2581620903202,39.7400314,-104.9583975,2412 E Colfax Ave,,,Denver,80206,US,CO,"['2412 E Colfax Ave', 'Denver, CO 80206']"
21,ifhZiI256AkL_x2nOaU3gQ,cattivella-denver,Cattivella,https://s3-media3.fl.yelpcdn.com/bphoto/TX_3pt3j22BNM6VVSSKa-g/o.jpg,False,https://www.yelp.com/biz/cattivella-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,288,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cookingclasses', 'title': 'Cooking Classes'}]",4.0,['delivery'],$$,+13036453779,(303) 645-3779,9091.739430658501,39.759291,-104.868494,10195 E 29th Dr,Ste 110,,Denver,80238,US,CO,"['10195 E 29th Dr', 'Ste 110', 'Denver, CO 80238']"
22,b6mLmT6x35GH8X7eOiGvwg,the-bindery-denver-2,The Bindery,https://s3-media4.fl.yelpcdn.com/bphoto/AYRZJZW00LPzougy4UEedw/o.jpg,False,https://www.yelp.com/biz/the-bindery-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,262,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,['delivery'],$$,+13039932364,(303) 993-2364,4175.126577435344,39.76068,-105.00649,1817 Central St,,,Denver,80211,US,CO,"['1817 Central St', 'Denver, CO 80211']"
23,_i2lNuJr7Z3K1gsZuBtk2g,il-posto-denver-4,Il Posto,https://s3-media3.fl.yelpcdn.com/bphoto/PkTDrwudXEvSv7-wrY-Mog/o.jpg,False,https://www.yelp.com/biz/il-posto-denver-4?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,442,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,['delivery'],$$$,+13033940100,(303) 394-0100,2895.611890102091,39.75899,-104.9853,2601 Larimer St,,,Denver,80205,US,CO,"['2601 Larimer St', 'Denver, CO 80205']"
24,xxIlb8836QDY8iPNldVmfA,venice-ristorante-and-wine-bar-denver-2,Venice Ristorante & Wine Bar,https://s3-media1.fl.yelpcdn.com/bphoto/3u-6BvU6N140JycU9MawaQ/o.jpg,False,https://www.yelp.com/biz/venice-ristorante-and-wine-bar-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,360,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,['delivery'],$$$,+13035342222,(303) 534-2222,3149.220832567069,39.7527782,-104.999532,1700 Wynkoop St,,,Denver,80202,US,CO,"['1700 Wynkoop St', 'Denver, CO 80202']"
25,46gG3_h3zwFfkf4_183Ydg,somebody-people-denver,Somebody People,https://s3-media2.fl.yelpcdn.com/bphoto/d19Y4NwsRY_mTQS9r28nGg/o.jpg,False,https://www.yelp.com/biz/somebody-people-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,92,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,['delivery'],$$,+17205025681,(720) 502-5681,4735.425404106732,39.695218,-104.987801,1165 S Broadway,Ste 104,,Denver,80210,US,CO,"['1165 S Broadway', 'Ste 104', 'Denver, CO 80210']"
26,XFsr57iiMGVpLmSrqZnrEQ,nonnas-chicago-bistro-denver-3,Nonna's Chicago Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/k37omQvs4DzLU2IlKvcK0Q/o.jpg,False,https://www.yelp.com/biz/nonnas-chicago-bistro-denver-3?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,260,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,"['pickup', 'delivery']",$$,+13033992000,(303) 399-2000,6179.5402276049,39.7028,-104.911849,6603 Leetsdale Dr,H & I,,Denver,80224,US,CO,"['6603 Leetsdale Dr', 'H & I', 'Denver, CO 80224']"
27,57a4ZF4EQA-hESKM2pCi4w,ruths-chris-steak-house-denver-5,Ruth's Chris Steak House,https://s3-media1.fl.yelpcdn.com/bphoto/-3yaw4NTyc9aQTbgnwjFZQ/o.jpg,False,https://www.yelp.com/biz/ruths-chris-steak-house-denver-5?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,325,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",3.5,"['pickup', 'delivery']",$$$,+13038250713,(303) 825-0713,2218.64040896289,39.7445321277407,-104.993398431834,707 15th St,,,Denver,80202,US,CO,"['707 15th St', 'Denver, CO 80202']"
