id_,address,categories,city,country,latitude,longitude,name_,postalCode,province,twitter,websites
AVweaIC8IN2L1WUf4pSm,4460 W. 29th Ave,"Restaurant,Pubs,Brewery,Brewery Sloan Lake",Denver,US,39.75821,-105.04504,Hogshead Brewery,80212,CO,,"http://www.hogsheadbrewery.com/,http://hogsheadbrewery.com"
AV1TpzKf-gnIPe8DWaO3,800 Lincoln Street,"Restaurant,American,Pizza,Pubs,Brewery",Denver,US,39.72931,-104.98615,Lowdown Brewery + Kitchen,80203,CO,,http://www.lowdownbrewery.com/
AVwcuVZuByjofQCxheeb,4526 Tennyson St,"Restaurant,Italian,Pizza,Mexican,Brewery,Juice bars,Karaoke,Restaurants,American restaurants,Health food restaurants,Italian restaurants,Mexican restaurants,Natural food restaurants,Vegetarian restaurants",Denver,US,39.778929,-105.043609,Mas Kaos Pizzeria & Taqueria,80212,CO,,"https://maskaosdenver.com/,https://maskaosdenver.com"
AVweSwRJByjofQCxw802,1309 26th St.,"Bar,Restaurant,Breweries and brew pubs,Household kitchen cabinets and equipment,Restaurants,Bar and Restaurant Curtis Park",Denver,US,,,First Draft Taproom & Kitchen,80205,CO,firstdraftden,http://www.firstdraftdenver.com
AVwdaBdEIN2L1WUfve4-,1139 20th St,"Restaurant,Pubs,Brewery",Denver,US,39.75226,-104.99139,Jagged Mountain Brewery,80202,CO,,"http://www.jaggedmountainbrewery.com/,http://jaggedmountainbrewery.com"
AV1TpzKXFcQ3k02bFSjA,490 Santa Fe Drive,"Restaurant,Pizza,Pubs,Brewery",Denver,US,39.723938,-104.9983,Black Sky Brewery,80204,CO,,
AVwdOyrQkufWRAb53sQx,471 Kalamath St,"Restaurant,American,Barbecue,Brewery,Barbecue Restaurants,Bars,Taverns,Caterers,Brew Pubs,American Restaurants,Breakfast Brunch & Lunch Restaurants,,Restaurants",Denver,US,39.72361,-105.00019,Breckenridge Brewery and BBQ,80204,CO,breckbrew,"http://www.breckbrew.com/food/bbq.html,http://www.breckbrew.com"
AVwcfvMbkufWRAb5vxr_,2401 Blake St,"Restaurant,Pubs,Brewery",Denver,US,39.7584,-104.9894,River North Brewery,80205,CO,,http://rivernorthbrewery.com
AV1TroW_3D1zeR_xFDFn,1330 Zuni St,"Restaurant,Brewery",Denver,US,39.73722,-105.01526,Strange Brewing Company,80204,CO,,
AVwc6TNokufWRAb50VTP,1290 S Broadway,"Brewery Platt Park,Brewery",Denver,US,39.69339001,-104.9872123,Former Future,80210,CO,,
AV2gdeMsRxPSIh2RdWf8,4255 Carson St,Brewers,Denver,US,,,Crooked Stave Articans,80239,CO,,
AV1eRcjBRxPSIh2RZzKl,2100 E 112th Ave,Brewers,Denver,US,,,Beer By Design,80233,CO,,
AVwd9hotByjofQCxuCsy,2810 Larimer St,"Brewers,Breweries,Wineries",Denver,US,39.760505,-104.982564,Our Mutual Friend Malt & Brew,80205,CO,,
AV1TqyBiFcQ3k02bFcSO,Denver International Airport,"Restaurant,American,Pizza,Pubs,Brewery",Denver,US,39.73958,-104.98731,Rock Bottom Restaurant & Brewery,,CO,,
AVwcke0xByjofQCxfvU1,7667 E Iliff Ave,Brewery,Denver,US,,,Comrade Brewing Company,80231,CO,comradebrewing,
AVwdV7aDIN2L1WUfuz0N,12445 E 39th Ave,Brewery,Denver,US,,,Caution: Brewing Co.,80239,CO,cautionbrewing,https://www.facebook.com/cautionbrewingco
AVwcwAKFIN2L1WUfoeR1,1338 S Valentia St,Brewery,Denver,US,,,Copper Kettle Brewing Company,80247,CO,copperkettleden,http://www.copperkettledenver.com
AVwch8GtByjofQCxfQd7,2505 W 2nd Ave,Brewery,Denver,US,39.72079535,-105.017597,Wit���s End Brewery,80219,CO,witsendbrewing,http://www.witsendbrewing.com
AVweTVb-IN2L1WUf3vRq,1057 S Wadsworth Blvd,Brewery and Hobby Shop Belmar Park,Denver,US,,,Barley Haven,80226,CO,barleyhaven,http://barleyhaven.com
AVzA_a9rLD2H7whiWI2V,3610 W Colfax Ave,Brewery,Denver,US,,,Seedstock Brewery,80204,CO,,
AVwdLkFAIN2L1WUftDZY,5809 W 44th Ave,"Liquor Stores,Liquor Store,Wine Shop,Breweries,Beer & Ale Distributors,Wine & Distilled Beverages Retail,Beer & Ale Retail,Liquor Store and Wine Shop Lakeside",Denver,US,39.77668,-105.06026,Molly's Spirits,80212,CO,mollysspirits,"http://mollysspirits.com,http://www.mollysspirits.com"
AVwcglu_ByjofQCxfA1I,1505 Ogden St,"Brewery,Brewery North Capitol Hill",Denver,US,,,Alpine Dog Brewing Company,80218,CO,,http://alpinedogbrewery.com
AV1dDKnf3-Khe5l_MjiB,2585 S Lewis Way C,Brewers,Denver,US,,,Green Mountain Brewery,80227,CO,,
AVwdLBQoByjofQCxmP6m,1057 S Wadsworth Blvd,Brewery Belmar Park,Denver,US,,,Caution Lakewood,80226,CO,cautionbrewing,http://cautionbrewingco.com
AV12kK2a3-Khe5l_P2M6,1390 W Evans Ave,"Brewers,Wineries",Denver,US,39.6769,-105.0051,Del Norte Brewing Co,80223,CO,,
AV2gdeMdIxWefVJwi6gh,1421 E 26th Ave,Brewers,Denver,US,39.7545,-104.9704,Zephyr Brewing Co,80205,CO,,
AV1c8mROIxWefVJwei6F,3825 York St,"Beverage Manufacturers,Bottlers,Breweries",Denver,US,39.7704,-104.9618,Coca-Cola Bottling Co.,80205,CO,,
AV1c8ygNRxPSIh2RZAZy,1505 Ogden St,"Bars Clubs,Brewers,Liquor Stores",Denver,US,39.7401,-104.9748,Alpine Dog Brewery,80218,CO,,
AVwcx-m8ByjofQCxiHrZ,1875 S. Pearl St.,Brewery,Denver,US,39.682567,-104.980497,Platt Park Brewing Co,80210,CO,plattparkbrew,http://www.plattparkbrewing.com
AVwcv4s-kufWRAb5ymNk,320 N Broadway,Brewery,Denver,US,39.721387,-104.986952,Baere Brewing Co.,80203,CO,baerebrewing,http://www.baerebrewing.com
AVzBEfKD-gnIPe8DSjHL,1338 S Valentia St #100,Brewery,Denver,US,,,Copper Kettle Brewing Company,80247,CO,,
AV49C7kKIxWefVJwlU0b,Denver International Airport,"Restaurant,American,Pizza,Pubs,Brewery",Denver,US,39.73958,-104.98731,Rock Bottom Restaurant & Brewery,,Colorado,,
AV1Tqs8b3D1zeR_xE-Pa,2920 Larimer Street,"Restaurant,Brewery",Denver,US,39.761572,-104.981146,Ratio Beerworks,80205,CO,,http://ratiobeerworks.com/
AVwcxHpPByjofQCxh-AC,902 S Lipan St,"Brewery,Brewery Athmar Park",Denver,US,39.69975735,-105.0013854,Chain Reaction Brewery,80223,CO,,
AVzBDa6yFcQ3k02bBdWO,2505 W 2nd Ave Unit 13,Brewery,Denver,US,,,Wit���s End Brewery,80219,CO,,
AVweiUfq_7pvs4fzD7TV,1001 16th St,"Restaurant,Barbecue,Pizza,Pubs,Brewery,Food",Denver,US,39.747616,-104.99473,Rock Bottom Restaurant & Brewery,80265,CO,,
AV1TroXEFcQ3k02bFgmf,3350 Brighton Blvd,"Restaurant,Pubs,Brewery",Denver,US,39.768772,-104.97957,Crooked Stave Brewery,80216,CO,,
AV1Tpyv53D1zeR_xE0wO,1700 Vine Street,"Restaurant,American,Pubs,Brewery",Denver,US,39.7434,-104.962,Vine Street Pub & Brewery,80206,CO,,http://www.mountainsunpub.com/
AVweXvgJIN2L1WUf4VAJ,221 W 13th Ave,"Restaurant,British,Pub,Brewery,Restaurants,Bars Clubs,Bars Pubs,Nightclubs,Neighborhood Bars,Brew Pubs,Pub and Brewery,Pub and Brewery Civic Center",Denver,US,39.737026,-104.99079,Pints Pub,80204,CO,,"http://pintspub.com/,http://www.pintspub.com"
AVwdTwU1_7pvs4fz4gwi,1633 Monroe St,breweries & brew pubs,Denver,US,39.741901,-105.515601,Westwind Tavern,80206-1826,CO,,
AVwdnTRdIN2L1WUfxjjs,9650 E 40th Ave,"General Stores,Brewer Equipment Supplies & Services,Breweries,Food Products Wholesale & Manufacturers",Denver,US,39.773177,-104.874145,Brewers Supply Group,80238,CO,,
AVwdauOjIN2L1WUfvmZq,3120 Blake St,Brewery Curtis Park,Denver,US,,,Beryl's Beer Company,80205,CO,,http://berylsbeercompany.com
AV1TqZVh-gnIPe8DWger,925 West 9th Avenue,"Restaurant,American,Brewery",Denver,US,39.7306,-104.9993,Renegade Brewing Co,,CO,,
AV1TqrX13D1zeR_xE-Hn,Denver,"Restaurant,American,Bar,Brewery",Denver,US,39.862954,-104.676017,Rock Bottom Restaurant & Brewery,,CO,,
AVweX2NDByjofQCxxoDe,7045 E 38th Ave,"Brewery,Brewery Northeast Park Hill,restaurant",Denver,US,39.7695694,-104.9059677,Station 26 Brewing Company,80207,CO,,http://station26brewing.co
AVwdg5sWIN2L1WUfwkAx,3120 Blake St,"Brewery,Bar",Denver,US,,,Beryl's Beer Co.,80205,CO,berylsbeerco,"http://www.berylsbeerco.com,http://www.berylsbeerco.com/#DpOE79"
AVwcv9iAByjofQCxhwvp,1330 Zuni St,brewery,Denver,US,,,Strange Craft Beer Co,80204,CO,,
AVweKogE_7pvs4fzAnd5,3300 Navajo St,"Bars Pubs,Bars Clubs,Taverns,Restaurants,breweries & brew pubs",Denver,US,39.764431,-105.004141,Zitro Cityview Tavern,80211,CO,,
AVzA9PpoFcQ3k02bBZgH,1057 S Wadsworth Blvd Ste 20,"Brewery,Hobby Shop",Denver,US,,,Barley Haven,80226,CO,,
AVwcl1_C_7pvs4fzwzpt,2010 S Oak St,Breweries,Denver,US,39.680602,-105.117872,Great Frontier Brewing Co,80227,CO,,http://greatfrontierbeer.com
AV1eRcjJRxPSIh2RZzKm,918 W 1st Ave,Brewers,Denver,US,,,Renegade Brewery,80223,CO,,
AV2gdeNORxPSIh2RdWf9,1487 Monroe St,Brewers,Denver,US,,,Cerebral Brewing,80206,CO,,
AVwc1aw3ByjofQCxitRx,227 Broadway,Brewery,Denver,US,39.71993776,-104.9876958,Trve Brewing Co.,80203,CO,trvebrewing,http://trvebrewing.com
AVzA_Ti7-gnIPe8DSgKg,"Jeppesen Terminal, West Side, Level 5","Bar,Airport Lounge,Brewery",Denver,US,,,Boulder Beer Tap House,80249,CO,,
AVwdA-oyByjofQCxknTn,1604 17th St,"Brewery,Brewery City Park West",Denver,US,,,Deep Draft Brewing,80218,CO,deepdraftbrew,http://deepdraftbrewery.com
AV1eRowkIxWefVJwfXVb,1225 17th St Ste 3200,"Metal Can Manufacturers,Brewers,Marketing Consultants,Wineries",Denver,US,39.7503,-104.9952,Molson Coors Brewing Co.,80202,CO,,
AVwdqITv_7pvs4fz8EJU,3519 Brighton Blvd,"Coffee Tea Shops,Brewery Five Points",Denver,US,39.771,-104.9785,Happy Leaf Kombucha,80216,CO,happyleafbucha,http://happyleafkombucha.com
AV1dDKlQ3-Khe5l_Mjh9,3610 W Colfax Ave,Brewers,Denver,US,39.7402,-105.0347,Seedstock Brewing Co,80204,CO,,
AVwegdcu_7pvs4fzDpMH,900 Auraria Pkwy,Brewery,Denver,US,,,Tivoli Brewing Company,80204,CO,tivolibeer,http://tivolibeer.com
AVwcuX9DIN2L1WUfoMEk,2161 Blake St,"Brewery,Bar,Brewery and Bar Ballpark,Brewery and Bar",Denver,US,39.75610844,-104.9924615,Blue Moon Brewery at The Sandlot,80205,CO,,
AVzA-QQKLD2H7whiWIOm,4970 Lowell Blvd,Brewery,Denver,US,,,Goldspot Brewing Company,80221,CO,,
AVzA-Q34-gnIPe8DSfmA,2501 Sheridan Blvd,Brewery,Denver,US,,,Joyride Brewing Company,80214,CO,,
AVzBCtKNFcQ3k02bBdBR,1505 Ogden Street,Brewery,Denver,US,,,Alpine Dog Brewing Company,80218,CO,,
AVzBEfFD-gnIPe8DSjHJ,7667 E Iliff Ave #F,Brewery,Denver,US,,,Comrade Brewing Company,80231,CO,,
AVwdlpKEByjofQCxqlzy,4700 E Cherry Creek South Dr,"Pub,Brewery,American Restaurant,Pub, Brewery, and American Restaurant",Denver,US,39.70308124,-104.9324887,Bull & Bush Pub & Brewery,80246,CO,bandbmanbeer,http://bullandbush.com
AVweANNXkufWRAb5_JH0,1330 Zuni St,Brewery,Denver,US,39.73711631,-105.0148008,Strange Craft Beer Company,80204,CO,strangecraftco,http://strangecraft.com
AVwdsVLzByjofQCxroAU,471 Kalamath St,"Brewery,Brewery Baker",Denver,US,,,Crazy Mountain Brewery,80204,CO,crazymtnbrewery,http://www.crazymountainbrewery.com
AVwdiYvp_7pvs4fz63Yt,2924 W 20th Ave,"Brewery,Brewery Jefferson Park",Denver,US,39.74741737,-105.0242967,Little Machine Beer,80211,CO,drinkrobotbeer,"http://littlemachinebeer.com,http://littlemachinebeer.com/,http://www.littlemachinebeer.com"
AVwdCy4KIN2L1WUfrnxe,3501 Delgany St,"Brewery,Brewers",Denver,US,39.7712,-104.9797,Mockery Brewing,80216,CO,mockerybrewing,http://mockerybrewing.com
AVwdkusEIN2L1WUfxJvi,1812 35th St,Brewery,Denver,US,39.7702599,-104.979187,Great Divide Barrel Bar,80216,CO,greatdividebrew,http://greatdivide.com
AVwdTlfSByjofQCxnt6q,1634 18th St,"Brewery,American Restaurant,Bars And Pubs,Breweries,Brewery and American Restaurant LoDo",Denver,US,39.75357449,-104.9983549,Wynkoop Brewing Co.,80202,CO,wynkoop,"http://wynkoop.com,http://www.wynkoop.com"
AVwdogy2IN2L1WUfxvpR,385 Union Blvd,"Restaurant,Mexican,Mexican Restaurant,Bar,Brewers,Latin American Restaurants,Take Out Restaurants,Caterers,Restaurants,Mexican Restaurant and Bar,Mexican Restaurant and Bar Union Square,Mexican Restaurants",Denver,US,39.72232,-105.13297,Jose O'Sheas,80228,CO,,"http://www.joseosheas.com/,http://joseosheas.com"
AVwdXuz5ByjofQCxoaZj,4342 Tennyson St,"Restaurant,Belgian,Brewery,Bar,Brewers",Denver,US,39.77606,-105.04398,De Steeg Brewing,80212,CO,,"http://desteegbrewing.com/,http://desteegbrewing.com"
AV1Tq2aT3D1zeR_xE_BP,1946 E 66th Ave,"Restaurant,Wedding Reception Locations and Services,Wineries,Brewers",Denver,US,39.81588,-104.964806,Balistreri Vineyards,80229,CO,,http://www.balistreriwine.com
AVwed-ZV_7pvs4fzDQ7B,150 Kalamath St,"Restaurant,Mexican,Bar,Brewery,Restaurants,Brew Pubs,Catering,Taverns,Bars Clubs,Dive Bars,Bars Pubs,Bars,American Restaurants,Caterers,Mexican Restaurant Baker,Beer & Ale,Mexican Restaurant,Bar & Grills,wholesale locks & locksmiths",Denver,US,39.719337,-104.99998,Brewery Bar II,80223,CO,brewbar3,"http://www.brewerybar3.com/index.html,http://brewerybars.com"
AV491rEVa4HuVbedAgPC,1477 Monroe Street,"Restaurant,Brewery",Denver,US,39.739752,-104.94508,Cerebral Brewing,,Colorado,,http://cerebralbrewing.com/
AV49BTQBa4HuVbedAa3r,925 West 9th Avenue,"Restaurant,American,Brewery",Denver,US,39.7306,-104.9993,Renegade Brewing Co,,Colorado,,
AV1TroxMLD2H7whiaK6s,2736 Welton Street,"Restaurant,Pubs,Brewery",Denver,US,39.755077,-104.97712,Zivix Five Points,80205,CO,,
AV1TqwYh3D1zeR_xE-fc,2736 Welton Street,"Restaurant,Brewery",Denver,US,39.755076,-104.977123,Spangalang Brewery,80205,CO,,http://spangalangbrewery.com/
AVzetx0OLD2H7whiXKAO,3350 Brighton Blvd,"Bars And Pubs,Craft Breweries",Denver,US,,,Crooked Stave Artisan Beer Project,80216,CO,,
AVwefHWJkufWRAb5DX1b,1201 Sheridan Blvd,Breweries,Denver,US,39.735237,-105.053418,World's End Brewing,80214,Wheat Ridge,,
AVweTgSRByjofQCxxC4r,Po Box 17328,Breweries,Denver,US,39.7933,-104.8988,Stapleton Brewing Llc,80217,CO,,
AVwcvxiJIN2L1WUfobq5,1499 Lowell Blvd,Breweries,Denver,US,39.740193,-105.0348,Seedstock Brewing Company,80204,CO,,
AVweUSZVByjofQCxxJfT,1214 S Sheridan Blvd,"Liquor Store, Brewery, and Wine Bar Mar Lee",Denver,US,,,Sheridan Liquors,80232,CO,,
AVzYj7Gp-gnIPe8DTQmP,29 place des Pilotes,Brewery,Denver,US,,,La Terrasse,80230,CO,,
AVwczZ0KByjofQCxiWrV,6762 Lowell Blvd,breweries & brew pubs,Denver,US,39.819044,-105.034453,Ds Midtown Tavern,80221-2651,CO,,http://rickgarciaband.com
AVwdHRaakufWRAb52b8v,2560 W 2nd Ave,"Brewery,Brewery Valverde",Denver,US,39.71925849,-105.0192462,Colorado Cider Company,80219,CO,co_cider,http://coloradocider.com
AVweYe--_7pvs4fzCfNd,2801 Walnut Saint C,"Winemaking Equipment & Supplies,Brewer Equipment Supplies & Services,Breweries",Denver,US,39.761323,-104.983802,Brew 'n Q,80205,CO,,
AV1eRcjTIxWefVJwfW0Y,3001 Walnut St,Brewers,Denver,US,,,Epic Brewing Co,80205,CO,,
AVwcq0QmIN2L1WUfnkeQ,1441 W 46th Ave,Brewery,Denver,US,39.78084638,-105.0051571,Crooked Stave Barrel Cellar,80211,CO,,http://www.crookedstave.com
AVz-5XdbFcQ3k02bDl71,2298 N Clay St,Brewery,Denver,US,,,Briar Common,80211,CO,,
AV1Tqvzl-gnIPe8DWjvG,3750 Chestnut Pl,"Restaurant,Bar,Brewery",Denver,US,39.77357,-104.976911,Blue Moon Brewing Company,80216,CO,,https://www.bluemoonbrewingcompany.com/
AVzBDUEy-gnIPe8DSim5,"227 Broadway, #101",Brewery,Denver,US,,,TRVE Brewing Co.,80203,CO,,
AVwd47yeByjofQCxtZH9,3350 Brighton Blvd,Brewery,Denver,US,39.76862129,-104.979453,Crooked Stave @ The Source,80216,CO,,http://www.crookedstave.com
AVwcpQMaByjofQCxgmSE,2810 Larimer St,Brewery,Denver,US,39.76060651,-104.9825338,Our Mutual Friend Brewing Company,80205,CO,omfbrewing,http://www.omfmb.com
AVzA_Za0FcQ3k02bBa5I,3120 Blake Street,"Brewery,Bar,Brewers",Denver,US,39.7647,-104.9807,Beryl's Beer Co.,80205,CO,,
AVweAbyDByjofQCxucec,2875 Blake St,"Brewery,Distillery,Brewery and Distillery,Brewery and Distillery City Park,Brewery and Distillery Ballpark",Denver,US,,,C Squared Ciders,80205,CO,csquaredciders,
AVwdbdJJByjofQCxpBWx,800 N Lincoln St,"Brewery,Brewers,Restaurant",Denver,US,39.7293,-104.9858,Lowdown Brewery+Kitchen,80203,CO,lowdownbrewery,http://lowdownbrewery.com
AV3c1vwYRxPSIh2ReNwS,925 West 8th Avenue,"Breweries,Brew Pubs,Wholesale Beer",Denver,US,39.7291,-104.9992,The Intrepid Sojourner Beer Project,80204,CO,,https://www.sojournerbeers.com/
AVwdnugRByjofQCxq6rK,2600 W 8th Ave,"Wholesale Toys Games,Beverage Manufacturers,Breweries,Wholesale Foods,Beverages Wholesale & Manufacturers",Denver,US,39.729,-105.0195,Go Fast Sports,80204,CO,,
AV1c8yVqa4HuVbed5-s4,12354 W Alameda Pkwy 110,"Brewers,Pubs,Taverns,Brew Pubs,Bars Pubs,Restaurants,Nightclubs,Liquor Stores",Denver,US,39.7034,-105.1364,Ironworks Brewery & Pub,80228,CO,,
AV1dDKmLa4HuVbed6M8o,4526 Tennyson St,Brewers,Denver,US,39.7789,-105.0436,Call To Arms Brewing Co,80212,CO,,
AV5Aiswz3-Khe5l_TQa6,Denver International Airport,"Restaurant,American,Pizza,Pubs,Brewery",Denver,US,39.73958,-104.98731,Rock Bottom Restaurant & Brewery,,Colorado,,
AV5VmOJNIxWefVJwn53f,Denver International Airport,"Restaurant,American,Pizza,Pubs,Brewery",Denver,US,39.73958,-104.98731,Rock Bottom Restaurant & Brewery,,Colorado,,
AVzBEfJ3-gnIPe8DSjHK,1675 W 67th Ave #100,Brewery,Denver,US,,,Bruz Beers,80221,CO,,
AV1Tq7Tz-gnIPe8DWk0d,4700 Cherry Creek Dr. S.,"Restaurant,American,Pubs,Brewery",Denver,US,39.70307,-104.932495,Bull & Bush Pub & Brewery,80246,CO,,http://www.bullandbush.com/
AV1Tqvo9FcQ3k02bFcJd,2620 Walnut St,"Restaurant,Pubs,Brewery,Breweries and brew pubs,Karaoke,Restaurants,American restaurants,Pub restaurants",Denver,US,39.759375,-104.985527,10 Barrel Brewing Company Denver,80205,CO,,https://10barrel.com/
AVwcxXIbIN2L1WUfouAw,12354 W Alameda Pkwy,"Restaurant,American,Pubs,Brewery,Pub,Brewery and Pub,Brew Pubs,Bar & Grills,Taverns,Bars,Beer & Ale,Restaurants",Denver,US,39.703346,-105.136215,Ironworks Brewery & Pub,80228,CO,,"http://ironworkspub.com,http://www.ironworkspub.com"
AV1TqwV9FcQ3k02bFcML,1701 E Evans Ave,"Restaurant,Brewery",Denver,US,39.678638,-104.967107,Fermaentra,80210,CO,,http://www.fermaentra.com/home/
AVwcvxLSkufWRAb5yk-8,1735 19th St,"Steakhouse,Brewery,Restaurants,Bars Clubs,Bars Pubs,Nightclubs,Taverns,Brew Pubs,Steakhouse and Brewery,Steakhouse and Brewery LoDo",Denver,US,39.7552,-104.997,Denver ChopHouse & Brewery,80202,CO,denverchophouse,"http://www.denverchophouse.com,http://denverchophouse.com"
